,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.5,1.0,0.6666666666666666,2.0
jobs,1.0,1.0,1.0,23.0
macro,0.9166666666666666,0.9565217391304348,0.9361702127659575,23.0
market,1.0,0.9130434782608695,0.9545454545454546,23.0
none,1.0,0.9622641509433962,0.9807692307692307,53.0
other,1.0,1.0,1.0,2.0
prices,0.8571428571428571,1.0,0.9230769230769231,6.0
retail,1.0,1.0,1.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629
macro avg,0.9273809523809524,0.98318293683347,0.9461228487824233,135.0
weighted avg,0.9720458553791888,0.9629629629629629,0.9654742551905673,135.0
