,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.5714285714285714,0.8,0.6666666666666666,5.0
macro,1.0,0.782608695652174,0.8780487804878049,23.0
market,0.9473684210526315,0.9,0.9230769230769231,20.0
none,0.9230769230769231,0.9,0.9113924050632911,40.0
other,0.5,1.0,0.6666666666666666,1.0
prices,0.0,0.0,0.0,0.0
retail,1.0,1.0,1.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.8627450980392157
macro avg,0.6310794468689205,0.6711462450592885,0.6405319492692138,102.0
weighted avg,0.9139959627575728,0.8627450980392157,0.8834544766204864,102.0
