,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,1.0,0.625,0.7692307692307693,8.0
interest,1.0,1.0,1.0,1.0
jobs,1.0,0.6666666666666666,0.8,27.0
macro,1.0,0.8181818181818182,0.9,11.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.7974683544303798,1.0,0.8873239436619719,63.0
prices,1.0,1.0,1.0,3.0
wages,0.0,0.0,0.0,1.0
accuracy,0.875968992248062,0.875968992248062,0.875968992248062,0.875968992248062
macro avg,0.8663853727144866,0.782046657046657,0.8132797417617449,129.0
weighted avg,0.8933372583652243,0.875968992248062,0.8685018301242781,129.0
