,precision,recall,f1-score,support
currency,0.0,0.0,0.0,0.0
energy,1.0,1.0,1.0,1.0
housing,0.8888888888888888,1.0,0.9411764705882353,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9642857142857143,1.0,0.9818181818181818,27.0
macro,1.0,0.9090909090909091,0.9523809523809523,11.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.9838709677419355,0.9682539682539683,0.976,63.0
prices,0.75,1.0,0.8571428571428571,3.0
wages,0.0,0.0,0.0,1.0
accuracy,0.9612403100775194,0.9612403100775194,0.9612403100775194,0.9612403100775194
macro avg,0.7587045570916539,0.7805916305916305,0.767148142489319,129.0
weighted avg,0.9641914446865686,0.9612403100775194,0.9616713426581187,129.0
