,precision,recall,f1-score,support
currency,0.8,0.8,0.8,5.0
energy,1.0,1.0,1.0,10.0
housing,1.0,0.95,0.9743589743589743,20.0
interest,0.75,0.8571428571428571,0.8,14.0
jobs,0.9469026548672567,0.981651376146789,0.963963963963964,109.0
macro,0.8620689655172413,0.872093023255814,0.8670520231213873,86.0
market,0.9433962264150944,0.847457627118644,0.8928571428571429,59.0
none,0.967479674796748,0.9596774193548387,0.9635627530364372,248.0
other,0.6,0.5,0.5454545454545454,6.0
prices,0.7333333333333333,0.8461538461538461,0.7857142857142857,13.0
retail,0.6666666666666666,1.0,0.8,4.0
wages,0.8666666666666667,0.8125,0.8387096774193549,16.0
accuracy,0.9254237288135593,0.9254237288135593,0.9254237288135593,0.9254237288135593
macro avg,0.8447095156885838,0.8688896790977324,0.8526394471605077,590.0
weighted avg,0.9273090233724821,0.9254237288135593,0.9255495382288496,590.0
