,precision,recall,f1-score,support
currency,0.5,0.5,0.5,2.0
housing,1.0,1.0,1.0,3.0
interest,1.0,1.0,1.0,5.0
jobs,0.9111111111111111,1.0,0.9534883720930233,41.0
macro,0.7894736842105263,0.6,0.6818181818181818,25.0
none,0.7941176470588235,0.8181818181818182,0.8059701492537313,33.0
other,0.0,0.0,0.0,2.0
prices,1.0,1.0,1.0,3.0
retail,0.2,1.0,0.3333333333333333,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8278688524590164,0.8278688524590164,0.8278688524590164,0.8278688524590164
macro avg,0.7194702442380462,0.7632467532467533,0.7107943369831602,122.0
weighted avg,0.8401498361783598,0.8278688524590164,0.8270668802730188,122.0
