,precision,recall,f1-score,support
energy,1.0,0.2222222222222222,0.3636363636363636,9.0
interest,1.0,0.75,0.8571428571428571,4.0
jobs,1.0,0.6923076923076923,0.8181818181818181,13.0
macro,0.9,0.6,0.7200000000000001,15.0
market,0.4,1.0,0.5714285714285715,2.0
none,0.8202247191011236,1.0,0.9012345679012346,73.0
other,1.0,1.0,1.0,2.0
prices,1.0,0.75,0.8571428571428571,4.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8373983739837398,0.8373983739837398,0.8373983739837398,0.8373983739837398
macro avg,0.7911360799001249,0.668281101614435,0.6765296706037448,123.0
weighted avg,0.8632228007673335,0.8373983739837398,0.8170667834624474,123.0
