,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.6666666666666666,0.8,0.7272727272727273,5.0
macro,1.0,0.8260869565217391,0.9047619047619048,23.0
market,0.9,0.9,0.9,20.0
none,0.9285714285714286,0.975,0.9512195121951219,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,1.0,1.0,1.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8921568627450981,0.8921568627450981,0.8921568627450981,0.8921568627450981
macro avg,0.5904761904761905,0.5910079051383399,0.5893867403845231,102.0
weighted avg,0.9066293183940242,0.8921568627450981,0.8970065483695326,102.0
