,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.7142857142857143,0.8333333333333334,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.3333333333333333,0.2,0.25,5.0
macro,1.0,0.782608695652174,0.8780487804878049,23.0
market,1.0,0.7,0.8235294117647058,20.0
none,0.6727272727272727,0.925,0.7789473684210526,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.7450980392156863,0.7450980392156863,0.7450980392156863,0.7450980392156863
macro avg,0.45509641873278234,0.34744494635798984,0.38459323278850577,102.0
weighted avg,0.7899584076054664,0.7450980392156863,0.7474536430394353,102.0
