,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.8888888888888888,1.0,0.9411764705882353,8.0
interest,0.5,1.0,0.6666666666666666,1.0
jobs,1.0,0.9629629629629629,0.9811320754716981,27.0
macro,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
market,1.0,0.9285714285714286,0.9629629629629629,14.0
none,0.9354838709677419,0.9830508474576272,0.9586776859504132,59.0
prices,1.0,0.6666666666666666,0.8,3.0
wages,1.0,0.75,0.8571428571428571,8.0
accuracy,0.946969696969697,0.946969696969697,0.946969696969697,0.946969696969697
macro avg,0.9148292965497267,0.9111492016388437,0.897427736430416,132.0
weighted avg,0.9530656022591506,0.946969696969697,0.9468731233242965,132.0
