,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.5,1.0,0.6666666666666666,2.0
jobs,0.9333333333333333,0.6086956521739131,0.7368421052631579,23.0
macro,0.9375,0.6521739130434783,0.7692307692307693,23.0
market,0.9230769230769231,0.5217391304347826,0.6666666666666666,23.0
none,0.6710526315789473,0.9622641509433962,0.7906976744186046,53.0
other,0.3333333333333333,0.5,0.4,2.0
prices,1.0,1.0,1.0,6.0
retail,0.0,0.0,0.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.762962962962963,0.762962962962963,0.762962962962963,0.762962962962963
macro avg,0.7298296221322538,0.724487284659557,0.7030103882245864,135.0
weighted avg,0.8110547558354576,0.762962962962963,0.7556542186978744,135.0
