,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,1.0,0.3333333333333333,0.5,3.0
interest,0.8333333333333334,1.0,0.9090909090909091,5.0
jobs,1.0,0.9512195121951219,0.975,41.0
macro,0.7307692307692307,0.76,0.7450980392156863,25.0
market,0.0,0.0,0.0,0.0
none,0.7380952380952381,0.9393939393939394,0.8266666666666667,33.0
other,0.0,0.0,0.0,2.0
prices,0.0,0.0,0.0,3.0
retail,0.5,1.0,0.6666666666666666,1.0
wages,1.0,0.42857142857142855,0.6,7.0
accuracy,0.8114754098360656,0.8114754098360656,0.8114754098360656,0.8114754098360656
macro avg,0.5274725274725275,0.49204711031762033,0.47477475287635706,122.0
weighted avg,0.8056806581396745,0.8114754098360656,0.7933981327255195,122.0
