,precision,recall,f1-score,support
currency,1.0,0.8,0.8888888888888888,5.0
energy,1.0,1.0,1.0,10.0
housing,1.0,0.95,0.9743589743589743,20.0
interest,0.75,0.8571428571428571,0.8,14.0
jobs,0.9469026548672567,0.981651376146789,0.963963963963964,109.0
macro,0.8571428571428571,0.8372093023255814,0.8470588235294118,86.0
market,0.9423076923076923,0.8305084745762712,0.8828828828828829,59.0
none,0.9486166007905138,0.967741935483871,0.9580838323353293,248.0
other,0.75,0.5,0.6,6.0
prices,0.7333333333333333,0.8461538461538461,0.7857142857142857,13.0
retail,0.6,0.75,0.6666666666666666,4.0
wages,0.8666666666666667,0.8125,0.8387096774193549,16.0
accuracy,0.9203389830508475,0.9203389830508475,0.9203389830508475,0.9203389830508475
macro avg,0.8662474837590266,0.8444089826524346,0.8505273329799797,590.0
weighted avg,0.9213216032830811,0.9203389830508475,0.9197388856883715,590.0
