,precision,recall,f1-score,support
energy,0.0,0.0,0.0,1.0
housing,0.8571428571428571,0.75,0.8,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9565217391304348,0.8148148148148148,0.88,27.0
macro,1.0,0.7272727272727273,0.8421052631578947,11.0
market,1.0,0.7857142857142857,0.88,14.0
none,0.7702702702702703,0.9661016949152542,0.8571428571428571,59.0
prices,1.0,1.0,1.0,3.0
wages,1.0,0.625,0.7692307692307693,8.0
accuracy,0.8560606060606061,0.8560606060606061,0.8560606060606061,0.8560606060606061
macro avg,0.8426594296159513,0.740989280301898,0.7809420988368356,132.0
weighted avg,0.8721907254515949,0.8560606060606061,0.8520335804546332,132.0
