,precision,recall,f1-score,support
energy,1.0,0.7777777777777778,0.875,9.0
housing,1.0,1.0,1.0,3.0
interest,1.0,0.75,0.8571428571428571,4.0
jobs,1.0,0.7692307692307693,0.8695652173913043,13.0
macro,0.8,1.0,0.8888888888888888,4.0
market,1.0,1.0,1.0,2.0
none,0.9130434782608695,1.0,0.9545454545454546,63.0
other,0.0,0.0,0.0,1.0
prices,1.0,1.0,1.0,1.0
accuracy,0.93,0.93,0.93,0.93
macro avg,0.8570048309178744,0.8107787274453941,0.827238046440945,100.0
weighted avg,0.9272173913043479,0.93,0.9229983844657759,100.0
