,precision,recall,f1-score,support
energy,1.0,0.2222222222222222,0.3636363636363636,9.0
interest,1.0,1.0,1.0,4.0
jobs,1.0,0.8461538461538461,0.9166666666666666,13.0
macro,0.8333333333333334,1.0,0.9090909090909091,15.0
market,0.25,1.0,0.4,2.0
none,0.9594594594594594,0.9726027397260274,0.9659863945578231,73.0
other,1.0,1.0,1.0,2.0
prices,0.75,0.75,0.75,4.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8943089430894309,0.8943089430894309,0.8943089430894309,0.8943089430894309
macro avg,0.7547547547547548,0.7545532009002329,0.7005978148835292,123.0
weighted avg,0.9271588661832564,0.8943089430894309,0.8873395477925095,123.0
