,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.6666666666666666,1.0,0.8,2.0
jobs,1.0,1.0,1.0,23.0
macro,0.5897435897435898,1.0,0.7419354838709677,23.0
market,1.0,0.6086956521739131,0.7567567567567568,23.0
none,1.0,0.9622641509433962,0.9807692307692307,53.0
other,0.0,0.0,0.0,2.0
prices,1.0,0.3333333333333333,0.5,6.0
retail,1.0,1.0,1.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8740740740740741,0.8740740740740741,0.8740740740740741,0.8740740740740741
macro avg,0.8256410256410256,0.7904293136450643,0.7779461471396955,135.0
weighted avg,0.9103513770180437,0.8740740740740741,0.8670421538163474,135.0
