,precision,recall,f1-score,support
energy,1.0,0.1111111111111111,0.19999999999999998,9.0
interest,1.0,1.0,1.0,4.0
jobs,1.0,1.0,1.0,13.0
macro,0.7894736842105263,1.0,0.8823529411764706,15.0
market,0.2222222222222222,1.0,0.3636363636363636,2.0
none,0.9726027397260274,0.9726027397260274,0.9726027397260274,73.0
other,1.0,1.0,1.0,2.0
prices,1.0,0.5,0.6666666666666666,4.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8943089430894309,0.8943089430894309,0.8943089430894309,0.8943089430894309
macro avg,0.7760331829065307,0.7315237612041265,0.6761398568006142,123.0
weighted avg,0.9372890220130272,0.8943089430894309,0.8815384838340362,123.0
