,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,1.0,1.0,1.0,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.96,0.8888888888888888,0.923076923076923,27.0
macro,1.0,0.9090909090909091,0.9523809523809523,11.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.9117647058823529,0.9841269841269841,0.9465648854961831,63.0
prices,1.0,1.0,1.0,3.0
wages,0.0,0.0,0.0,1.0
accuracy,0.9457364341085271,0.9457364341085271,0.9457364341085271,0.9457364341085271
macro avg,0.874640522875817,0.8567420234086901,0.8649984137685579,129.0
weighted avg,0.9407843137254902,0.9457364341085271,0.9419716020698328,129.0
