,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.5714285714285714,0.8,0.6666666666666666,5.0
macro,1.0,0.8260869565217391,0.9047619047619048,23.0
market,0.9473684210526315,0.9,0.9230769230769231,20.0
none,0.9473684210526315,0.9,0.9230769230769231,40.0
other,0.5,1.0,0.6666666666666666,1.0
prices,0.0,0.0,0.0,0.0
retail,1.0,1.0,1.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8725490196078431,0.8725490196078431,0.8725490196078431,0.8725490196078431
macro avg,0.6332877648667122,0.675098814229249,0.644022644022644,102.0
weighted avg,0.9235220403951054,0.8725490196078431,0.8940601881778353,102.0
