,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,1.0,0.8,0.8888888888888888,5.0
macro,0.9523809523809523,0.8695652173913043,0.9090909090909091,23.0
market,0.9285714285714286,0.65,0.7647058823529411,20.0
none,0.7547169811320755,1.0,0.8602150537634409,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
macro avg,0.5635669362084457,0.4819565217391304,0.5089567400762847,102.0
weighted avg,0.8300477423673873,0.8333333333333334,0.8175449851418152,102.0
